,car,price,body,mileage,engV,engType,registration,year,model,drive
7565,VAZ,3000.0,sedan,165,1.6,Other,yes,2006,1118,front
7566,Moskvich-AZLK,350.0,sedan,100,,Other,yes,1985,2140,
7567,Fiat,1600.0,other,2,1.0,Petrol,yes,1992,Panda,front
7568,Opel,1250.0,sedan,200,1.6,Petrol,no,1996,Vectra B,front
7569,Audi,13700.0,sedan,300,2.0,Diesel,yes,2005,A6,front
7570,Skoda,13777.0,vagon,175,1.6,Diesel,yes,2012,Octavia A5,front
7571,Mercedes-Benz,1700.0,sedan,300,2.0,Gas,no,1998,E-Class,rear
7572,Smart,4200.0,other,170,0.6,Petrol,yes,2000,Fortwo,rear
7573,Kia,28900.0,crossover,58,2.2,Diesel,yes,2013,Sorento,full
7574,Infiniti,14900.0,crossover,130,3.5,Gas,yes,2005,FX 35,full
7575,MG,10500.0,hatch,57,1.8,Petrol,yes,2014,6,front
7576,Mercedes-Benz,22900.0,sedan,74,2.2,Diesel,yes,2011,C-Class,rear
7577,Renault,7450.0,other,190,,Diesel,yes,2004,Grand Scenic,front
7578,Kia,11500.0,crossover,128,2.5,Diesel,yes,2009,Sorento,full
7579,Audi,27300.0,other,65,2.0,Petrol,yes,2011,TT,full
7580,Mercedes-Benz,0.0,sedan,0,3.0,Petrol,yes,2016,S 400,full
7581,Mercedes-Benz,33900.0,other,100,5.5,Petrol,yes,2007,CL 500,rear
7582,UAZ,8100.0,crossover,10,2.4,Petrol,yes,2015,31514,full
7583,Porsche,0.0,sedan,5,4.8,Petrol,yes,2015,Panamera,full
7584,Mercedes-Benz,0.0,sedan,6,3.0,Diesel,yes,2014,S 350,full
7585,Hyundai,34500.0,crossover,0,2.0,Diesel,yes,2016,Tucson,full
7586,Mazda,16264.95,hatch,0,1.5,Petrol,yes,2016,2,full
7587,Mercedes-Benz,57000.0,sedan,43,4.7,Petrol,yes,2012,CLS 500,
7588,ZAZ,400.0,sedan,20,,Petrol,yes,1990,968,rear
7589,Volkswagen,7000.0,van,250,2.0,Diesel,yes,2004,Caddy ïàññ.,front
7590,Toyota,39500.0,other,1,2.8,Diesel,yes,2016,Hilux,full
7591,Nissan,15800.0,crossover,150,4.0,Gas,yes,2008,Pathfinder,full
7592,Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009,Lancer X,front
7593,VAZ,2850.0,sedan,94,1.6,Petrol,yes,2007,1118,front
7594,Infiniti,32000.0,crossover,87,3.7,Gas,yes,2011,FX 37,full
7595,Seat,9000.0,hatch,180,2.0,Other,yes,2007,Toledo,front
7596,Mazda,12500.0,vagon,73,2.0,Petrol,yes,2009,6,front
7597,Mercedes-Benz,22000.0,crossover,160,4.0,Diesel,yes,2008,ML 400,full
7598,Nissan,16000.0,crossover,54,1.6,Petrol,yes,2013,Juke,front
7599,Peugeot,9999.0,hatch,65,1.6,Petrol,yes,2012,207,front
7600,Nissan,17000.0,crossover,51,2.5,Petrol,yes,2011,X-Trail,full
7601,Lexus,20000.0,crossover,123,3.5,Gas,yes,2008,RX 350,full
7602,Hyundai,18000.0,crossover,55,2.0,Petrol,yes,2012,IX35,full
7603,Subaru,14000.0,crossover,108,3.0,Petrol,yes,2007,Tribeca,full
7604,Nissan,8500.0,sedan,89,1.6,Petrol,yes,2008,TIIDA,front
7605,Peugeot,14500.0,sedan,75,1.6,Petrol,yes,2013,508,front
7606,Volkswagen,22000.0,crossover,123,3.0,Diesel,yes,2009,Touareg,full
7607,Suzuki,14000.0,crossover,81,2.4,Petrol,yes,2009,Grand Vitara,full
7608,Mitsubishi,16000.0,crossover,59,,Petrol,yes,2012,ASX,front
7609,Nissan,13500.0,crossover,95,2.0,Petrol,yes,2008,X-Trail,full
7610,Mitsubishi,5800.0,vagon,230,1.6,Petrol,yes,2005,Space Star,front
7611,Lexus,28500.0,sedan,130,4.6,Petrol,yes,2009,LS 460,full
7612,Audi,10900.0,sedan,199,3.0,Petrol,yes,2004,A8,front
7613,Mazda,10900.0,other,99,1.6,Petrol,yes,2009,3,front
7614,VAZ,1555.0,sedan,125,1.35,Petrol,yes,1987,2106,rear
7615,Honda,17800.0,sedan,80,2.0,Petrol,yes,2011,Accord,
7616,Ford,1100.0,hatch,61,1.1,Petrol,yes,1986,Fiesta,front
7617,VAZ,2500.0,hatch,200,1.5,Petrol,yes,2002,2112,front
7618,Citroen,9000.0,other,146,1.6,Diesel,yes,2007,Jumpy ïàññ.,front
7619,Hyundai,10700.0,hatch,114,1.6,Diesel,yes,2011,i30,front
7620,VAZ,2300.0,hatch,137,1.5,Gas,yes,2004,2109,front
7621,Bentley,547800.0,sedan,0,6.75,Petrol,yes,2016,Mulsanne,rear
7622,Smart,5950.0,hatch,150,1.3,Petrol,yes,2004,Forfour,front
7623,VAZ,3500.0,sedan,105,1.6,Gas,yes,2008,1118,front
7624,Peugeot,11900.0,crossover,167,1.6,Diesel,yes,2011,3008,front
7625,Moskvich-AZLK,1500.0,hatch,1,1.4,Petrol,yes,1964,403,rear
7626,Volkswagen,20900.0,sedan,25,2.0,Diesel,yes,2015,Jetta,front
7627,Chevrolet,4999.0,sedan,117,1.6,Petrol,yes,2008,Aveo,front
7628,Audi,9700.0,sedan,249,2.5,Diesel,yes,2004,A6,full
7629,SsangYong,12300.0,crossover,100,2.7,Diesel,yes,2010,Rexton,full
7630,Mitsubishi,24000.0,crossover,20,2.5,Diesel,yes,2013,Pajero Sport,full
7631,Kia,12800.0,hatch,50,1.6,Petrol,yes,2012,Soul,front
7632,Renault,12000.0,van,137,1.5,Diesel,yes,2012,Grand Scenic,front
7633,Chevrolet,6200.0,sedan,125,2.5,Gas,yes,2005,Evanda,front
7634,ZAZ,800.0,hatch,247,1.1,Gas,yes,1994,1102 Òàâðèÿ,front
7635,Kia,22000.0,crossover,75,2.4,Gas,yes,2011,Sorento,full
7636,Toyota,17777.0,other,120,2.7,Gas,yes,2006,Land Cruiser Prado,full
7637,Land Rover,29999.0,other,130,3.6,Diesel,yes,2009,Range Rover Sport,full
7638,Toyota,39500.0,other,100,4.5,Diesel,yes,2008,Land Cruiser 200,full
7639,Toyota,21999.0,other,65,2.5,Petrol,yes,2012,Camry,front
7640,Toyota,63333.0,other,33,4.5,Diesel,yes,2013,Land Cruiser 200,full
7641,Audi,23333.0,other,150,4.2,Petrol,yes,2007,Q7,full
7642,Toyota,25999.0,other,108,4.0,Petrol,yes,2008,Land Cruiser Prado,full
7643,Skoda,14777.0,other,100,1.8,Petrol,yes,2011,Octavia Scout,full
7644,Toyota,16500.0,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,full
7645,Jaguar,39900.0,sedan,22,2.0,Petrol,yes,2015,XE,rear
7646,Audi,48900.0,other,82,4.2,Petrol,yes,2007,R8,full
7647,Chevrolet,75000.0,other,10,6.2,Petrol,yes,2011,Corvette,rear
7648,VAZ,2000.0,hatch,162,1.5,Gas,yes,2001,21093,front
7649,Volkswagen,6900.0,sedan,320,1.8,Gas,yes,2002,Passat B5,front
7650,Renault,3400.0,hatch,77,1.8,Other,yes,1994,Laguna,front
7651,Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,Passat B6,front
7652,Renault,15000.0,sedan,21,1.5,Diesel,yes,2014,Fluence,front
7653,VAZ,2650.0,hatch,120,1.6,Other,yes,2008,2109,
7654,Peugeot,7400.0,hatch,145,2.0,Gas,yes,2006,307,front
7655,Mitsubishi,21000.0,crossover,29,2.0,Gas,yes,2014,ASX,full
7656,Mercedes-Benz,43999.0,sedan,132,3.0,Diesel,yes,2010,S 350,rear
7657,Chevrolet,5700.0,sedan,130,1.6,Petrol,yes,2006,Lacetti,front
7658,Renault,9700.0,van,152,2.0,Diesel,yes,2010,Trafic ãðóç.,front
7659,BMW,13000.0,sedan,90,5.0,Petrol,no,2008,M5,rear
7660,Skoda,5600.0,vagon,174,1.4,Petrol,yes,2001,Fabia,front
7661,VAZ,1999.0,hatch,10,1.3,Petrol,yes,1993,2109,front
7662,BMW,37500.0,other,55,2.0,Petrol,yes,2014,428,rear
7663,Ford,5000.0,hatch,180,1.3,Petrol,yes,2006,Fiesta,front
7664,Opel,4900.0,van,240,1.3,Diesel,yes,2006,Combo ïàññ.,front
7665,BMW,18700.0,crossover,260,3.0,Diesel,yes,2006,X5,full
7666,Moskvich-AZLK,550.0,sedan,30,99.99,Petrol,yes,1971,412,rear
7667,Renault,10500.0,hatch,148,1.5,Diesel,yes,2012,Megane,front
7668,Mitsubishi,8200.0,sedan,160,2.0,Gas,yes,2007,Lancer X,front
7669,SsangYong,10500.0,crossover,106,2.0,Diesel,yes,2008,Actyon,full
7670,Renault,7800.0,van,200,1.9,Diesel,yes,2002,Trafic ïàññ.,front
7671,Skoda,10900.0,vagon,95,2.0,Petrol,yes,2008,Octavia Scout,full
7672,Daewoo,2780.0,hatch,62,0.8,Petrol,yes,2007,Matiz,front
7673,Smart,21091.34235,hatch,0,0.9,Petrol,yes,2016,Forfour,rear
7674,Ford,4700.0,hatch,192,1.4,Other,yes,2008,Fiesta,front
7675,Jaguar,32500.0,other,43,4.2,Petrol,yes,2007,XKR,rear
7676,BMW,13950.0,crossover,278,3.0,Diesel,yes,2003,X5,full
7677,Nissan,3200.0,sedan,177,1.6,Gas,yes,1995,Primera,front
7678,Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001,E-Class,rear
7679,VAZ,1300.0,sedan,160,1.5,Gas,yes,1991,2106,rear
7680,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,Q3,full
7681,BMW,19500.0,sedan,190,6.0,Petrol,yes,2004,760,rear
7682,Land Rover,35750.0,crossover,71,2.2,Diesel,yes,2013,Range Rover Evoque,full
7683,Acura,30999.0,crossover,32,3.7,Other,yes,2010,ZDX,full
7684,Fiat,1900.0,sedan,290,1.6,Gas,yes,1996,Tempra,front
7685,Peugeot,2000.0,van,496,2.5,Other,yes,1996,Boxer ïàññ.,front
7686,Chevrolet,6999.0,hatch,113,1.8,Other,yes,2007,Lacetti,front
7687,Citroen,1650.0,sedan,240,2.2,Diesel,no,2001,C5,front
7688,Renault,5800.0,van,143,1.5,Diesel,yes,2007,Kangoo ïàññ.,front
7689,Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000,Golf IV,front
7690,Citroen,1600.0,sedan,200,2.0,Diesel,yes,2000,Xantia,front
7691,Hyundai,0.0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
7692,Opel,1400.0,vagon,200,1.6,Petrol,no,1998,Vectra B,front
7693,Land Rover,39900.0,crossover,120,5.0,Petrol,yes,2012,Range Rover,full
7694,Ford,6899.0,van,189,2.0,Diesel,yes,2006,Transit ïàññ.,front
7695,Land Rover,46900.0,crossover,50,5.0,Petrol,yes,2012,Range Rover,full
7696,Geely,8400.0,sedan,53,2.0,Gas,yes,2014,Emgrand 8,front
7697,Lexus,55000.0,crossover,85,5.7,Gas,yes,2011,LX 570,full
7698,Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,GL 450,full
7699,Mercedes-Benz,24990.0,sedan,85,5.5,Petrol,yes,2008,S 500,full
7700,Mercedes-Benz,30500.0,sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG,rear
7701,Mercedes-Benz,23900.0,sedan,187,5.5,Petrol,yes,2007,S 550,full
7702,BMW,52222.0,hatch,3,2.0,Diesel,yes,2016,4 Series Gran Coupe,full
7703,Nissan,9000.0,sedan,25,1.6,Petrol,yes,2011,Almera,front
7704,Audi,6200.0,sedan,200,1.8,Petrol,yes,2003,A4,front
7705,Mercedes-Benz,8400.0,other,457,5.0,Gas,yes,1996,S 140,rear
7706,Audi,8600.0,sedan,260,2.5,Diesel,yes,2002,A6,front
7707,Alfa Romeo,2300.0,sedan,94,1.8,Petrol,no,2000,156,front
7708,Mitsubishi,15900.0,crossover,180,3.0,Gas,yes,2008,Pajero Wagon,full
7709,Nissan,21999.0,crossover,109,3.0,Diesel,yes,2005,Patrol,full
7710,Volvo,17000.0,sedan,135,1.6,Petrol,yes,2012,S60,front
7711,Hyundai,33500.0,crossover,0,2.0,Petrol,yes,2016,Tucson,full
7712,Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000,Passat B5,front
7713,Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005,Touareg,full
7714,Citroen,14222.0,van,42,1.6,Diesel,yes,2015,Berlingo ïàññ.,front
7715,Opel,3800.0,sedan,327,1.8,Petrol,yes,1998,Vectra B,front
7716,Infiniti,27900.0,sedan,49,2.5,Petrol,yes,2013,G25,rear
7717,VAZ,4500.0,vagon,100,1.6,Gas,yes,2009,2109,
7718,Volkswagen,7750.0,van,235,1.9,Diesel,yes,2004,T5 (Transporter) ïàññ.,front
7719,Citroen,5777.0,other,103,1.6,Petrol,yes,2008,C4,front
7720,BMW,6699.0,sedan,299,2.2,Petrol,yes,2001,523,rear
7721,Porsche,36999.0,crossover,112,3.0,Diesel,yes,2010,Cayenne,full
7722,Audi,6499.0,sedan,270,4.2,Petrol,yes,2000,S8,full
7723,Hyundai,9650.0,crossover,170,2.0,Diesel,yes,2006,Tucson,full
7724,BMW,9100.0,sedan,230,2.0,Gas,yes,2004,318,rear
7725,Fiat,2900.0,vagon,270,1.9,Diesel,no,2004,Doblo ïàññ.,front
7726,Fiat,6500.0,van,170,1.3,Diesel,yes,2009,Fiorino ïàññ.,front
7727,Toyota,8500.0,hatch,55,1.0,Petrol,yes,2011,Aygo,front
7728,Volvo,24000.0,vagon,55,1.6,Diesel,yes,2013,V40,front
7729,BMW,3000.0,sedan,350,99.99,Other,yes,1992,520,rear
7730,Chevrolet,0.0,van,130,4.3,Petrol,yes,1998,Astro ïàññ.,full
7731,Samand,5500.0,sedan,95,1.8,Gas,yes,2007,EL,front
7732,VAZ,4000.0,sedan,150,1.6,Petrol,yes,2007,2170,front
7733,Citroen,9100.0,van,110,2.0,Diesel,yes,2013,Jumpy ãðóç.,
7734,Peugeot,7500.0,other,167,1.6,Diesel,yes,2010,Partner ãðóç.,front
7735,Kia,9750.0,crossover,150,2.0,Petrol,yes,2008,Sportage,front
7736,Fiat,3650.0,van,120,2.0,Diesel,yes,2001,Scudo ãðóç.,front
7737,Audi,39900.0,other,12,1.8,Petrol,yes,2014,A5,front
7738,Mercedes-Benz,5400.0,sedan,285,2.2,Diesel,no,2002,220,rear
7739,Volkswagen,2200.0,hatch,33,1.9,Diesel,yes,1985,Golf II,front
7740,Nissan,24000.0,crossover,161,3.0,Diesel,yes,2006,Patrol,
7741,Kia,8500.0,sedan,150,2.0,Gas,yes,2008,Magentis,front
7742,Mitsubishi,22500.0,other,57,2.5,Other,yes,2013,L 200,full
7743,Infiniti,42000.0,crossover,33,3.7,Petrol,yes,2014,QX70,full
7744,Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004,A 140,front
7745,Mazda,7000.0,sedan,170,2.0,Petrol,yes,2005,3,front
7746,Kia,3300.0,van,300,2.2,Diesel,yes,1998,Besta,rear
7747,BMW,17800.0,vagon,159,3.0,Diesel,yes,2008,530,rear
7748,Hyundai,15450.0,crossover,63,2.0,Petrol,yes,2011,Tucson,full
7749,BMW,7400.0,sedan,279,3.5,Gas,yes,1998,735,rear
7750,Chevrolet,7500.0,sedan,120,2.5,Gas,yes,2006,Evanda,front
7751,Mercedes-Benz,4900.0,van,248,2.2,Diesel,yes,2003,Vito ãðóç.,front
7752,VAZ,4200.0,hatch,73,1.6,Petrol,yes,2010,2114,front
7753,Subaru,18500.0,sedan,51,2.5,Petrol,yes,2011,Impreza,full
7754,Smart,3499.0,sedan,145,6.0,Petrol,yes,2000,Fortwo,rear
7755,Opel,3999.0,van,230,1.7,Diesel,yes,1999,Combo ãðóç.,front
7756,Mitsubishi,22800.0,crossover,43,2.4,Petrol,yes,2013,Outlander,full
7757,Daewoo,3199.0,sedan,255,1.6,Gas,yes,1998,Nubira,front
7758,Renault,7300.0,van,200,1.5,Diesel,yes,2007,Megane,front
7759,Chevrolet,6000.0,sedan,189,1.6,Petrol,yes,2006,Lacetti,front
7760,Audi,11900.0,sedan,195,2.4,Gas,yes,2005,A6,front
7761,Honda,24000.0,sedan,68,2.4,Petrol,yes,2013,Accord,
7762,Citroen,7600.0,vagon,78,1.4,Petrol,yes,2012,C3 Picasso,
7763,Subaru,17000.0,sedan,115,2.0,Other,yes,2004,Impreza WRX STI,full
7764,Hyundai,5500.0,hatch,110,1.4,Petrol,yes,2007,Getz,front
7765,Volkswagen,17900.0,other,119,2.0,Diesel,yes,2012,T6 (Transporter) ïàññ.,front
7766,Nissan,2000.0,sedan,268,2.2,Diesel,no,2000,Almera,front
7767,Alfa Romeo,12000.0,sedan,150,2.2,Petrol,yes,2008,159,front
7768,Volkswagen,7777.0,other,214,2.0,Other,yes,2007,Caddy ïàññ.,
7769,Audi,8400.0,sedan,260,1.8,Gas,yes,2003,A4,front
7770,Renault,7900.0,van,149,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
7771,Land Rover,11000.0,crossover,270,2.5,Diesel,yes,1996,Range Rover,full
7772,BMW,0.0,crossover,0,2.0,Diesel,yes,2016,X5,full
7773,VAZ,1600.0,sedan,123,1.3,Petrol,yes,1988,2109,front
7774,Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991,S 320,rear
7775,VAZ,5990.0,crossover,1,1.7,Petrol,yes,1981,2121,full
7776,Mercedes-Benz,10550.0,other,128,,Other,yes,2011,Vito ãðóç.,
7777,Ford,9900.0,van,213,2.2,Diesel,yes,2012,Transit ãðóç.,front
7778,BMW,0.0,hatch,107,2.0,Petrol,yes,2006,118,rear
7779,Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014,CLA 220,
7780,BMW,68500.0,sedan,43,4.4,Petrol,yes,2013,750,full
7781,Audi,2000.0,vagon,310,2.5,Other,no,1998,A6,front
7782,Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,Corolla,front
7783,VAZ,1500.0,vagon,300,1.2,Petrol,yes,1980,2102,rear
7784,Land Rover,169900.0,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
7785,Honda,4000.0,sedan,350,1.5,Petrol,yes,1998,Civic,front
7786,Kia,9300.0,sedan,163,3.5,Petrol,yes,2006,Opirus,front
7787,Suzuki,10800.0,hatch,85,1.6,Petrol,yes,2011,SX4,front
7788,Skoda,7900.0,sedan,155,1.6,Gas,yes,2006,Octavia A5,front
7789,Toyota,27000.0,other,105,2.5,Diesel,yes,2013,Hilux,full
7790,Mazda,1500.0,sedan,1,2.0,Gas,yes,1986,626,front
7791,Peugeot,6000.0,van,185,2.0,Diesel,yes,2005,Partner ïàññ.,front
7792,Peugeot,8300.0,other,211,3.0,Gas,yes,2006,407,front
7793,Kia,18300.0,crossover,119,2.4,Gas,yes,2011,Sorento,full
7794,Volkswagen,8350.0,van,1,1.6,Diesel,yes,2011,Caddy ãðóç.,front
7795,Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,full
7796,Toyota,47700.0,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,full
7797,Opel,11550.0,sedan,48,2.2,Petrol,yes,2009,Vectra C,front
7798,Lincoln,6500.0,other,59,4.6,Petrol,yes,1995,Town Car,rear
7799,VAZ,926.25,sedan,150,1.2,Petrol,yes,1986,2101,rear
7800,Renault,14500.0,sedan,98,1.5,Diesel,yes,2014,Fluence,front
7801,Volkswagen,0.0,van,123,1.2,Petrol,yes,2013,Caddy ïàññ.,front
7802,Hyundai,6999.0,sedan,71,1.4,Other,yes,2008,Accent,front
7803,Rover,2850.0,sedan,269,2.0,Diesel,no,2002,75,front
7804,BMW,65000.0,crossover,58,4.4,Petrol,yes,2014,X5,full
7805,BMW,18100.0,crossover,200,4.8,Petrol,yes,2005,X5,full
7806,Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012,Rav 4,full
7807,Opel,3500.0,vagon,392,1.7,Diesel,yes,1999,Astra G,front
7808,Audi,13300.0,sedan,207,4.2,Petrol,yes,2004,A8,full
7809,Mercedes-Benz,13300.0,sedan,358,5.0,Gas,yes,2003,S 500,full
7810,Hyundai,9500.0,hatch,45,1.4,Petrol,yes,2011,i20,front
7811,Renault,7200.0,vagon,224,1.5,Diesel,yes,2004,Megane,front
7812,Volvo,5000.0,sedan,310,2.0,Petrol,yes,1996,S40,front
7813,Volkswagen,14900.0,sedan,73,,Petrol,yes,2012,Jetta,front
7814,Mercedes-Benz,13999.0,van,98,2.2,Diesel,yes,2011,Vito ãðóç.,full
7815,Hyundai,9700.0,vagon,42,1.8,Petrol,yes,2011,Matrix,front
7816,SsangYong,20410.845,crossover,0,2.0,Diesel,yes,2014,Korando,front
7817,Kia,11200.0,other,151,2.5,Diesel,yes,2007,Sorento,full
7818,SsangYong,21337.095,crossover,0,2.0,Diesel,yes,2014,Kyron,full
7819,SsangYong,19595.745,crossover,0,2.0,Diesel,yes,2014,Korando,front
7820,Volkswagen,7800.0,sedan,220,1.8,Gas,yes,2002,Passat B5,front
7821,VAZ,2500.0,vagon,125,1.5,Gas,yes,2007,2104,rear
7822,Volkswagen,7350.0,hatch,180,1.4,Petrol,yes,2003,Golf IV,front
7823,SsangYong,12000.0,crossover,124,2.0,Diesel,yes,2008,Kyron,full
7824,Nissan,15300.0,hatch,25,,Other,yes,2013,Leaf,front
7825,Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,full
7826,Audi,1700.0,sedan,177,1.6,Petrol,no,1996,A4,front
7827,Dodge,4300.0,sedan,263,3.5,Petrol,yes,1995,Intrepid,front
7828,Ford,6500.0,vagon,171,1.4,Petrol,yes,2008,Fusion,front
7829,Subaru,21000.0,sedan,3,2.5,Petrol,yes,2007,Impreza WRX STI,full
7830,Mercedes-Benz,45000.0,sedan,1,1.6,Petrol,yes,2015,C-Class,
7831,Volkswagen,5300.0,van,505,2.4,Diesel,yes,1995,T4 (Transporter) ïàññ.,front
7832,Volkswagen,7300.0,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front
7833,Skoda,9500.0,hatch,118,1.8,Petrol,yes,2009,Octavia,front
7834,Suzuki,9700.0,hatch,114,1.6,Petrol,yes,2009,SX4,front
7835,Mercedes-Benz,5990.0,sedan,400,2.0,Gas,yes,1998,E-Class,rear
7836,Citroen,6500.0,van,177,1.4,Diesel,yes,2008,Nemo ïàññ.,front
7837,Mercedes-Benz,18500.0,van,170,2.2,Diesel,yes,2010,Vito ïàññ.,rear
7838,Mitsubishi,7000.0,sedan,158,1.6,Petrol,yes,2007,Lancer,front
7839,Opel,3100.0,sedan,230,2.0,Diesel,yes,1998,Vectra B,front
7840,BMW,52300.0,sedan,55,3.0,Diesel,yes,2013,5 Series GT,full
7841,Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,ML 350,full
7842,VAZ,6700.0,sedan,65,1.6,Petrol,yes,2014,2170,front
7843,Skoda,6500.0,hatch,265,1.8,Gas,yes,2002,Octavia,front
7844,Citroen,10300.0,van,17,1.4,Petrol,yes,2011,C3 Picasso,front
7845,Fiat,4000.0,van,999,2.5,Diesel,yes,1998,Ducato ïàññ.,front
7846,Honda,6999.0,sedan,320,1.8,Petrol,yes,2007,Civic,front
7847,Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,full
7848,Mercedes-Benz,0.0,van,273,2.9,Diesel,yes,2001,Sprinter 310 ïàññ.,
7849,Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993,E-Class,rear
7850,Citroen,4500.0,van,1,2.0,Diesel,yes,2000,Berlingo ïàññ.,front
7851,Toyota,15700.0,crossover,195,4.0,Gas,yes,2003,Land Cruiser Prado,full
7852,UAZ,5980.0,crossover,155,2.7,Gas,yes,2007,Ïàòðèîò,full
7853,ZAZ,7898.319,sedan,3,1.5,Other,yes,2014,Vida,front
7854,ZAZ,7039.5,sedan,9,1.5,Gas,yes,2015,Lanos,front
7855,Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008,Polo,front
7856,Volkswagen,12900.0,van,290,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
7857,Ford,3950.0,hatch,250,2.0,Petrol,yes,1995,Mondeo,front
7858,BMW,8500.0,sedan,352,2.17,Petrol,yes,2001,520,front
7859,Great Wall,8500.0,crossover,116,2.4,Petrol,yes,2006,Hover,full
7860,VAZ,4800.0,sedan,80,1.6,Petrol,yes,2011,2110,front
7861,Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,S 350,full
7862,Mitsubishi,5700.0,sedan,176,1.6,Petrol,yes,2004,Lancer,front
7863,Daewoo,2999.0,sedan,225,2.0,Gas,yes,1998,Leganza,front
7864,Fiat,9700.0,van,141,2.0,Diesel,yes,2012,Ducato ãðóç.,front
7865,Mercedes-Benz,17990.0,crossover,230,3.0,Diesel,yes,2007,R 320,full
7866,VAZ,2800.0,sedan,167,1.5,Petrol,yes,2002,2115,front
7867,Ford,8700.0,hatch,84,1.6,Petrol,yes,2010,Fusion,front
7868,Geely,7900.0,sedan,57,1.8,Petrol,yes,2014,Emgrand 7 (EC7),front
7869,Renault,18932.55,hatch,0,1.5,Diesel,yes,2016,Megane,front
7870,Renault,18988.125,crossover,0,1.5,Diesel,yes,2016,Duster,full
7871,Hyundai,18300.0,other,0,,Other,yes,2012,Sonata,
7872,Mercedes-Benz,17600.0,sedan,174,4.0,Diesel,yes,2005,S 400,rear
7873,Volkswagen,12500.0,van,190,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
7874,Renault,15820.35,sedan,0,1.5,Diesel,yes,2016,Fluence,front
7875,Hyundai,12500.0,sedan,50,1.6,Petrol,yes,2013,Elantra,front
7876,Jeep,55000.0,crossover,40,3.8,Petrol,yes,2011,Wrangler,full
7877,Jeep,36999.0,crossover,0,2.4,Petrol,yes,2014,Cherokee,full
7878,Volvo,4800.0,sedan,200,2.3,Gas,yes,1995,850,front
7879,SsangYong,15500.0,crossover,87,2.0,Diesel,yes,2012,Korando,full
7880,Skoda,8100.0,hatch,101,1.4,Petrol,yes,2011,Fabia,front
7881,Kia,11111.0,sedan,44,1.4,Gas,yes,2013,Rio,front
7882,Nissan,2700.0,sedan,227,2.5,Petrol,yes,1996,Cefiro,front
7883,Audi,6500.0,vagon,421,2.5,Diesel,yes,1996,A6,front
7884,Opel,5850.0,van,206,1.3,Diesel,yes,2011,Combo ãðóç.,front
7885,Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001,S 600,rear
7886,Opel,3600.0,sedan,400,1.6,Gas,yes,1991,Vectra A,front
7887,Chevrolet,3500.0,other,198,3.1,Gas,yes,2015,Lumina,front
7888,Opel,8700.0,van,305,1.9,Diesel,yes,2005,Vivaro ïàññ.,front
7889,Chevrolet,6300.0,sedan,96,1.6,Other,yes,2008,Lacetti,front
7890,Audi,31999.0,sedan,107,3.0,Diesel,yes,2009,A8,full
7891,Volkswagen,3100.0,sedan,390,1.8,Petrol,yes,1990,Passat B3,front
7892,Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,Carisma,front
7893,BMW,2899.0,sedan,340,2.4,Diesel,yes,1988,524,rear
7894,Fiat,7100.0,other,105,1.3,Diesel,yes,2007,Doblo ïàññ.,front
7895,Renault,7650.0,van,151,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
7896,Renault,7400.0,vagon,200,1.5,Diesel,yes,2007,Megane,front
7897,Citroen,6800.0,hatch,88,1.6,Petrol,yes,2009,C4,front
7898,Audi,63200.0,sedan,0,2.0,Petrol,yes,2016,A6,full
7899,Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000,ML 320,full
7900,JAC,4800.0,other,43,1.0,Petrol,yes,2014,J2,front
